station_name,city,state,lat,lon,timestamp,PM2.5,PM10,NO2,SO2,CO,O3,NH3,PM2.5_sub_index,PM10_sub_index,NO2_sub_index,SO2_sub_index,CO_sub_index,O3_sub_index,NH3_sub_index,aqi,dominant_pollutant,aqi_category,snapshot_fetch_time,station_id,valid_pollutant_count,has_particulate,aqi_is_valid,aqi_quality_flag,reported_aqi,reported_aqi_category,reported_dominant_pollutant
"H.B. Colony, Bhiwani - HSPCB",Bhiwani,Haryana,28.806223,76.141105,2026-07-16 05:00:00,103.0,73.0,9.0,13.0,19.0,15.0,2.0,241.97,73.0,11.25,16.25,312.13,15.0,0.5,312.13,CO,Very Poor,2026-07-16 05:38:19,haryana__bhiwani__h_b_colony_bhiwani_hspcb,7,True,True,Valid AQI,312.13,Very Poor,CO
"Mini Secretariat, Charkhi Dadri - HSPCB",Charkhi Dadri,Haryana,28.593883,76.270653,2026-07-16 05:00:00,211.0,99.0,15.0,8.0,18.0,20.0,6.0,370.07,99.0,18.75,10.0,306.27,20.0,1.5,370.07,PM2.5,Very Poor,2026-07-16 05:38:19,haryana__charkhi_dadri__mini_secretariat_charkhi_dadri_hspcb,7,True,True,Valid AQI,370.07,Very Poor,PM2.5
"Municipal Corporation Office, Dharuhera -  HSPCB",Dharuhera,Haryana,28.2068,76.7997,2026-07-16 05:00:00,122.0,103.0,29.0,8.0,72.0,8.0,8.0,301.77,102.33,36.25,10.0,500.0,8.0,2.0,500.0,CO,Severe,2026-07-16 05:38:19,haryana__dharuhera__municipal_corporation_office_dharuhera_hspcb,7,True,True,Valid AQI,500.0,Severe,CO
"New Industrial Town, Faridabad - HSPCB",Faridabad,Haryana,28.39072,77.30059,2026-07-16 05:00:00,135.0,133.0,25.0,13.0,23.0,14.0,11.0,311.74,122.26,31.25,16.25,335.56,14.0,2.75,335.56,CO,Very Poor,2026-07-16 05:38:19,haryana__faridabad__new_industrial_town_faridabad_hspcb,7,True,True,Valid AQI,335.56,Very Poor,CO
"Sector 11, Faridabad - HSPCB",Faridabad,Haryana,28.376058,77.315741,2026-07-16 05:00:00,196.0,180.0,31.0,9.0,67.0,16.0,9.0,358.56,153.49,38.75,11.25,500.0,16.0,2.25,500.0,CO,Severe,2026-07-16 05:38:19,haryana__faridabad__sector_11_faridabad_hspcb,7,True,True,Valid AQI,500.0,Severe,CO
"Sector 30, Faridabad - HSPCB",Faridabad,Haryana,28.4417,77.3217,2026-07-16 05:00:00,85.0,117.0,38.0,3.0,50.0,12.0,11.0,182.93,111.63,47.5,3.75,500.0,12.0,2.75,500.0,CO,Severe,2026-07-16 05:38:19,haryana__faridabad__sector_30_faridabad_hspcb,7,True,True,Valid AQI,500.0,Severe,CO
"Huda Sector, Fatehabad - HSPCB",Fatehabad,Haryana,29.503664,75.467934,2026-07-16 05:00:00,139.0,153.0,19.0,70.0,48.0,31.0,14.0,314.81,135.55,23.75,87.44,487.55,31.0,3.5,487.55,CO,Severe,2026-07-16 05:38:19,haryana__fatehabad__huda_sector_fatehabad_hspcb,7,True,True,Valid AQI,487.55,Severe,CO
"NISE Gwal Pahari, Gurugram - IITM",Gurugram,Haryana,28.422681,77.148944,2026-07-16 05:00:00,67.0,151.0,15.0,,59.0,11.0,,121.48,134.22,18.75,,500.0,11.0,,500.0,CO,Severe,2026-07-16 05:38:19,haryana__gurugram__nise_gwal_pahari_gurugram_iitm,5,True,True,Valid AQI,500.0,Severe,CO
"Sector-51, Gurugram - HSPCB",Gurugram,Haryana,28.4227,77.0667,2026-07-16 05:00:00,199.0,153.0,40.0,,27.0,14.0,13.0,360.86,135.55,50.0,,358.99,14.0,3.25,360.86,PM2.5,Very Poor,2026-07-16 05:38:19,haryana__gurugram__sector_51_gurugram_hspcb,6,True,True,Valid AQI,360.86,Very Poor,PM2.5
"Teri Gram, Gurugram - HSPCB",Gurugram,Haryana,28.4275,77.1465,2026-07-16 05:00:00,106.0,86.0,28.0,13.0,30.0,11.0,6.0,252.21,86.0,35.0,16.25,376.57,11.0,1.5,376.57,CO,Very Poor,2026-07-16 05:38:19,haryana__gurugram__teri_gram_gurugram_hspcb,7,True,True,Valid AQI,376.57,Very Poor,CO
"Vikas Sadan, Gurugram - HSPCB",Gurugram,Haryana,28.4501238,77.0263051,2026-07-16 05:00:00,331.0,212.0,6.0,1.0,26.0,8.0,,432.81,174.75,7.5,1.25,353.14,8.0,,432.81,PM2.5,Severe,2026-07-16 05:38:19,haryana__gurugram__vikas_sadan_gurugram_hspcb,6,True,True,Valid AQI,432.81,Severe,PM2.5
"Urban Estate-II, Hisar - HSPCB",Hisar,Haryana,29.14056,75.744941,2026-07-16 05:00:00,125.0,144.0,28.0,11.0,101.0,36.0,11.0,304.07,129.57,35.0,13.75,500.0,36.0,2.75,500.0,CO,Severe,2026-07-16 05:38:19,haryana__hisar__urban_estate_ii_hisar_hspcb,7,True,True,Valid AQI,500.0,Severe,CO
"Police Lines, Jind - HSPCB",Jind,Haryana,29.307814,76.337619,2026-07-16 05:00:00,206.0,120.0,13.0,28.0,6.0,10.0,5.0,366.23,113.62,16.25,35.0,149.87,10.0,1.25,366.23,PM2.5,Very Poor,2026-07-16 05:38:19,haryana__jind__police_lines_jind_hspcb,7,True,True,Valid AQI,366.23,Very Poor,PM2.5
"Rishi Nagar, Kaithal - HSPCB",Kaithal,Haryana,29.8006,76.4155,2026-07-16 05:00:00,,,,,21.0,69.0,,,,,,323.85,69.0,,323.85,CO,Very Poor,2026-07-16 05:38:19,haryana__kaithal__rishi_nagar_kaithal_hspcb,2,False,False,Insufficient pollutants,,Unknown,
"Sector-12, Karnal - HSPCB",Karnal,Haryana,29.6953,77.0027,2026-07-16 05:00:00,165.0,131.0,15.0,13.0,49.0,8.0,8.0,334.77,120.93,18.75,16.25,493.77,8.0,2.0,493.77,CO,Severe,2026-07-16 05:38:19,haryana__karnal__sector_12_karnal_hspcb,7,True,True,Valid AQI,493.77,Severe,CO
"Sector-7, Kurukshetra - HSPCB",Kurukshetra,Haryana,29.966942,76.875879,2026-07-16 05:00:00,119.0,148.0,63.0,7.0,20.0,61.0,12.0,296.59,132.23,78.64,8.75,317.99,61.0,3.0,317.99,CO,Very Poor,2026-07-16 05:38:19,haryana__kurukshetra__sector_7_kurukshetra_hspcb,7,True,True,Valid AQI,317.99,Very Poor,CO
"General Hospital, Mandikhera(Nuh) - HSPCB",Mandikhera,Haryana,27.9002,76.9938,2026-07-16 05:00:00,51.0,78.0,15.0,21.0,33.0,48.0,7.0,84.79,78.0,18.75,26.25,394.14,48.0,1.75,394.14,CO,Very Poor,2026-07-16 05:38:19,haryana__mandikhera__general_hospital_mandikhera_nuh_hspcb,7,True,True,Valid AQI,394.14,Very Poor,CO
"Sector-2 IMT, Manesar - HSPCB",Manesar,Haryana,28.360699,76.93609,2026-07-16 05:00:00,164.0,114.0,39.0,13.0,32.0,8.0,11.0,334.0,109.64,48.75,16.25,388.28,8.0,2.75,388.28,CO,Very Poor,2026-07-16 05:38:19,haryana__manesar__sector_2_imt_manesar_hspcb,7,True,True,Valid AQI,388.28,Very Poor,CO
"Shastri Nagar, Narnaul - HSPCB",Narnaul,Haryana,28.060249,76.113115,2026-07-16 05:00:00,125.0,111.0,28.0,10.0,15.0,17.0,6.0,304.07,107.64,35.0,12.5,271.3,17.0,1.5,304.07,PM2.5,Very Poor,2026-07-16 05:38:19,haryana__narnaul__shastri_nagar_narnaul_hspcb,7,True,True,Valid AQI,304.07,Very Poor,PM2.5
"Shyam Nagar, Palwal - HSPCB",Palwal,Haryana,28.1485564,77.3320667,2026-07-16 05:00:00,52.0,81.0,24.0,11.0,47.0,5.0,8.0,86.48,81.0,30.0,13.75,481.32,5.0,2.0,481.32,CO,Severe,2026-07-16 05:38:19,haryana__palwal__shyam_nagar_palwal_hspcb,7,True,True,Valid AQI,481.32,Severe,CO
"Amity University, Panchgaon - IITM",Panchgaon,Haryana,28.3153,76.9143,2026-07-16 05:00:00,244.0,133.0,20.0,11.0,14.0,22.0,4.0,395.4,122.26,25.0,13.75,256.96,22.0,1.0,395.4,PM2.5,Very Poor,2026-07-16 05:38:19,haryana__panchgaon__amity_university_panchgaon_iitm,7,True,True,Valid AQI,395.4,Very Poor,PM2.5
"Sector-6, Panchkula - HSPCB",Panchkula,Haryana,30.7057778,76.8531805555555,2026-07-16 05:00:00,40.0,,9.0,11.0,19.0,30.0,,66.21,,11.25,13.75,312.13,30.0,,312.13,CO,Very Poor,2026-07-16 05:38:19,haryana__panchkula__sector_6_panchkula_hspcb,5,True,True,Valid AQI,312.13,Very Poor,CO
"Sector-18, Panipat - HSPCB",Panipat,Haryana,29.432304,76.972765,2026-07-16 05:00:00,,227.0,7.0,51.0,26.0,30.0,10.0,,184.72,8.75,63.56,353.14,30.0,2.5,353.14,CO,Very Poor,2026-07-16 05:38:19,haryana__panipat__sector_18_panipat_hspcb,6,True,True,Valid AQI,353.14,Very Poor,CO
"MD University, Rohtak - HSPCB",Rohtak,Haryana,28.52123,76.37138,2026-07-16 05:00:00,107.0,108.0,,10.0,38.0,15.0,,255.62,105.65,,12.5,425.28,15.0,,425.28,CO,Severe,2026-07-16 05:38:19,haryana__rohtak__md_university_rohtak_hspcb,5,True,True,Valid AQI,425.28,Severe,CO
"F-Block, Sirsa - HSPCB",Sirsa,Haryana,29.5364,75.0158,2026-07-16 05:00:00,101.0,113.0,20.0,20.0,84.0,33.0,13.0,235.14,108.97,25.0,25.0,500.0,33.0,3.25,500.0,CO,Severe,2026-07-16 05:38:19,haryana__sirsa__f_block_sirsa_hspcb,7,True,True,Valid AQI,500.0,Severe,CO
"Murthal, Sonipat - HSPCB",Sonipat,Haryana,29.0272,77.0621,2026-07-16 05:00:00,205.0,147.0,7.0,42.0,32.0,42.0,9.0,365.47,131.56,8.75,52.26,388.28,42.0,2.25,388.28,CO,Very Poor,2026-07-16 05:38:19,haryana__sonipat__murthal_sonipat_hspcb,7,True,True,Valid AQI,388.28,Very Poor,CO
"Gobind Pura, Yamuna Nagar - HSPCB",Yamuna Nagar,Haryana,30.1480566,77.2893471,2026-07-16 05:00:00,152.0,130.0,32.0,19.0,15.0,15.0,8.0,324.79,120.27,40.0,23.75,271.3,15.0,2.0,324.79,PM2.5,Very Poor,2026-07-16 05:38:19,haryana__yamuna_nagar__gobind_pura_yamuna_nagar_hspcb,7,True,True,Valid AQI,324.79,Very Poor,PM2.5
"HIMUDA Complex Phase-1, Baddi - HPPCB",Baddi,Himachal Pradesh,30.943887,76.801991,2026-07-16 05:00:00,69.0,155.0,9.0,,53.0,,7.0,128.31,136.88,11.25,,500.0,,1.75,500.0,CO,Severe,2026-07-16 05:38:19,himachal_pradesh__baddi__himuda_complex_phase_1_baddi_hppcb,5,True,True,Valid AQI,500.0,Severe,CO
"Khrew, Pampore - JKPCC",Pampore,Jammu and Kashmir,34.031606,75.009712,2026-07-16 05:00:00,61.0,78.0,,,,,,101.0,78.0,,,,,,101.0,PM2.5,Moderate,2026-07-16 05:38:19,jammu_and_kashmir__pampore__khrew_pampore_jkpcc,2,True,False,Insufficient pollutants,,Unknown,
"Khunmoh, Srinagar - JKPCC",Srinagar,Jammu and Kashmir,34.06313,74.96017,2026-07-16 05:00:00,91.0,72.0,13.0,5.0,,,,201.0,72.0,16.25,6.25,,,,201.0,PM2.5,Poor,2026-07-16 05:38:19,jammu_and_kashmir__srinagar__khunmoh_srinagar_jkpcc,4,True,True,Valid AQI,201.0,Poor,PM2.5
"Rajbagh, Srinagar - JKPCC",Srinagar,Jammu and Kashmir,34.066206,74.81982,2026-07-16 05:00:00,28.0,45.0,19.0,3.0,15.0,1.0,9.0,46.67,45.0,23.75,3.75,271.3,1.0,2.25,271.3,CO,Poor,2026-07-16 05:38:19,jammu_and_kashmir__srinagar__rajbagh_srinagar_jkpcc,7,True,True,Valid AQI,271.3,Poor,CO
"Sardar Patel Nagar, Dhanbad - JSPCB",Dhanbad,Jharkhand,23.80569,86.44268,2026-07-16 05:00:00,,54.0,99.0,,4.0,26.0,,,54.0,119.0,,124.81,26.0,,124.81,CO,Moderate,2026-07-16 05:38:19,jharkhand__dhanbad__sardar_patel_nagar_dhanbad_jspcb,4,True,True,Valid AQI,124.81,Moderate,CO
"Tata Stadium, Jorapokhar - JSPCB",Jorapokhar,Jharkhand,23.707909,86.41467,2026-07-16 05:00:00,47.0,100.0,8.0,4.0,39.0,3.0,3.0,78.03,100.0,10.0,5.0,431.51,3.0,0.75,431.51,CO,Severe,2026-07-16 05:38:19,jharkhand__jorapokhar__tata_stadium_jorapokhar_jspcb,7,True,True,Valid AQI,431.51,Severe,CO
"Vidayagiri, Bagalkot - KSPCB",Bagalkot,Karnataka,16.172806,75.659694,2026-07-16 05:00:00,32.0,51.0,10.0,10.0,24.0,18.0,1.0,52.69,51.0,12.5,12.5,341.42,18.0,0.25,341.42,CO,Very Poor,2026-07-16 05:38:19,karnataka__bagalkot__vidayagiri_bagalkot_kspcb,7,True,True,Valid AQI,341.42,Very Poor,CO
"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,12.9135218,77.5950804,2026-07-16 05:00:00,30.0,59.0,24.0,19.0,,25.0,4.0,50.0,59.0,30.0,23.75,,25.0,1.0,59.0,PM10,Satisfactory,2026-07-16 05:38:19,karnataka__bengaluru__btm_layout_bengaluru_cpcb,6,True,True,Valid AQI,59.0,Satisfactory,PM10
"BWSSB Kadabesanahalli, Bengaluru - CPCB",Bengaluru,Karnataka,12.9352049,77.6814488,2026-07-16 05:00:00,60.0,54.0,3.0,4.0,37.0,22.0,1.0,100.0,54.0,3.75,5.0,419.06,22.0,0.25,419.06,CO,Severe,2026-07-16 05:38:19,karnataka__bengaluru__bwssb_kadabesanahalli_bengaluru_cpcb,7,True,True,Valid AQI,419.06,Severe,CO
"Bapuji Nagar, Bengaluru - KSPCB",Bengaluru,Karnataka,12.951913,77.539784,2026-07-16 05:00:00,32.0,52.0,26.0,29.0,,34.0,3.0,52.69,52.0,32.5,36.25,,34.0,0.75,52.69,PM2.5,Satisfactory,2026-07-16 05:38:19,karnataka__bengaluru__bapuji_nagar_bengaluru_kspcb,6,True,True,Valid AQI,52.69,Satisfactory,PM2.5
"City Railway Station, Bengaluru - KSPCB",Bengaluru,Karnataka,12.9756843,77.5660749,2026-07-16 05:00:00,,115.0,34.0,10.0,53.0,,,,110.3,42.5,12.5,500.0,,,500.0,CO,Severe,2026-07-16 05:38:19,karnataka__bengaluru__city_railway_station_bengaluru_kspcb,4,True,True,Valid AQI,500.0,Severe,CO
"Hebbal, Bengaluru - KSPCB",Bengaluru,Karnataka,13.029152,77.585901,2026-07-16 05:00:00,,49.0,18.0,11.0,16.0,3.0,2.0,,49.0,22.5,13.75,285.65,3.0,0.5,285.65,CO,Poor,2026-07-16 05:38:19,karnataka__bengaluru__hebbal_bengaluru_kspcb,6,True,True,Valid AQI,285.65,Poor,CO
"Hombegowda Nagar, Bengaluru - KSPCB",Bengaluru,Karnataka,12.938539,77.5901,2026-07-16 05:00:00,36.0,60.0,18.0,5.0,8.0,20.0,1.0,59.45,60.0,22.5,6.25,174.94,20.0,0.25,174.94,CO,Moderate,2026-07-16 05:38:19,karnataka__bengaluru__hombegowda_nagar_bengaluru_kspcb,7,True,True,Valid AQI,174.94,Moderate,CO
"Jayanagar 5th Block, Bengaluru - KSPCB",Bengaluru,Karnataka,12.920984,77.584908,2026-07-16 05:00:00,39.0,70.0,8.0,15.0,9.0,49.0,1.0,64.52,70.0,10.0,18.75,187.47,49.0,0.25,187.47,CO,Moderate,2026-07-16 05:38:19,karnataka__bengaluru__jayanagar_5th_block_bengaluru_kspcb,7,True,True,Valid AQI,187.47,Moderate,CO
"Jigani, Bengaluru - KSPCB",Bengaluru,Karnataka,12.7816279,77.6299145,2026-07-16 05:00:00,41.0,57.0,24.0,18.0,39.0,29.0,4.0,67.9,57.0,30.0,22.5,431.51,29.0,1.0,431.51,CO,Severe,2026-07-16 05:38:19,karnataka__bengaluru__jigani_bengaluru_kspcb,7,True,True,Valid AQI,431.51,Severe,CO
"Sanegurava Halli, Bengaluru - KSPCB",Bengaluru,Karnataka,12.990328,77.5431385,2026-07-16 05:00:00,,54.0,18.0,6.0,21.0,,,,54.0,22.5,7.5,323.85,,,323.85,CO,Very Poor,2026-07-16 05:38:19,karnataka__bengaluru__sanegurava_halli_bengaluru_kspcb,4,True,True,Valid AQI,323.85,Very Poor,CO
"Silk Board, Bengaluru - KSPCB",Bengaluru,Karnataka,12.917348,77.622813,2026-07-16 05:00:00,48.0,99.0,12.0,4.0,,22.0,4.0,79.72,99.0,15.0,5.0,,22.0,1.0,99.0,PM10,Satisfactory,2026-07-16 05:38:19,karnataka__bengaluru__silk_board_bengaluru_kspcb,6,True,True,Valid AQI,99.0,Satisfactory,PM10
"Urban, Chamarajanagar - KSPCB",Chamarajanagar,Karnataka,11.55358,76.55521,2026-07-16 05:00:00,29.0,42.0,25.0,4.0,22.0,25.0,2.0,48.33,42.0,31.25,5.0,329.7,25.0,0.5,329.7,CO,Very Poor,2026-07-16 05:38:19,karnataka__chamarajanagar__urban_chamarajanagar_kspcb,7,True,True,Valid AQI,329.7,Very Poor,CO
"Chikkaballapur Rural, Chikkaballapur - KSPCB",Chikkaballapur,Karnataka,13.428828,77.731418,2026-07-16 05:00:00,19.0,68.0,3.0,11.0,25.0,50.0,1.0,31.67,68.0,3.75,13.75,347.28,50.0,0.25,347.28,CO,Very Poor,2026-07-16 05:38:19,karnataka__chikkaballapur__chikkaballapur_rural_chikkaballapur_kspcb,7,True,True,Valid AQI,347.28,Very Poor,CO
"Kalyana Nagara, Chikkamagaluru - KSPCB",Chikkamagaluru,Karnataka,13.328028,75.797056,2026-07-16 05:00:00,32.0,41.0,25.0,1.0,15.0,41.0,3.0,52.69,41.0,31.25,1.25,271.3,41.0,0.75,271.3,CO,Poor,2026-07-16 05:38:19,karnataka__chikkamagaluru__kalyana_nagara_chikkamagaluru_kspcb,7,True,True,Valid AQI,271.3,Poor,CO
"Kalabhavan, Dharwad - KSPCB",Dharwad,Karnataka,15.459706,75.008381,2026-07-16 05:00:00,62.0,83.0,23.0,7.0,39.0,40.0,6.0,104.41,83.0,28.75,8.75,431.51,40.0,1.5,431.51,CO,Severe,2026-07-16 05:38:19,karnataka__dharwad__kalabhavan_dharwad_kspcb,7,True,True,Valid AQI,431.51,Severe,CO
"Panchal Nagar, Gadag - KSPCB",Gadag,Karnataka,15.411456,75.638133,2026-07-16 05:00:00,20.0,30.0,0.0,24.0,13.0,17.0,4.0,33.33,30.0,0.0,30.0,242.61,17.0,1.0,242.61,CO,Poor,2026-07-16 05:38:19,karnataka__gadag__panchal_nagar_gadag_kspcb,7,True,True,Valid AQI,242.61,Poor,CO
"Lingaraj Nagar, Hubballi - KSPCB",Hubballi,Karnataka,15.3714823,75.1160168,2026-07-16 05:00:00,46.0,66.0,11.0,2.0,14.0,26.0,2.0,76.34,66.0,13.75,2.5,256.96,26.0,0.5,256.96,CO,Poor,2026-07-16 05:38:19,karnataka__hubballi__lingaraj_nagar_hubballi_kspcb,7,True,True,Valid AQI,256.96,Poor,CO
"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",Kalaburagi,Karnataka,17.336318,76.847397,2026-07-16 05:00:00,23.0,31.0,15.0,4.0,31.0,14.0,3.0,38.33,31.0,18.75,5.0,382.43,14.0,0.75,382.43,CO,Very Poor,2026-07-16 05:38:19,karnataka__kalaburagi__mahatma_basaveswar_colony_kalaburgi_kspcb,7,True,True,Valid AQI,382.43,Very Poor,CO
"KHB Colony, Karwar - KSPCB",Karwar,Karnataka,14.816666,74.141003,2026-07-16 05:00:00,34.0,39.0,24.0,17.0,28.0,17.0,4.0,56.07,39.0,30.0,21.25,364.85,17.0,1.0,364.85,CO,Very Poor,2026-07-16 05:38:19,karnataka__karwar__khb_colony_karwar_kspcb,7,True,True,Valid AQI,364.85,Very Poor,CO
"Diwator Nagar, Koppal - KSPCB",Koppal,Karnataka,15.34763,76.181767,2026-07-16 05:00:00,,31.0,30.0,15.0,21.0,6.0,8.0,,31.0,37.5,18.75,323.85,6.0,2.0,323.85,CO,Very Poor,2026-07-16 05:38:19,karnataka__koppal__diwator_nagar_koppal_kspcb,6,True,True,Valid AQI,323.85,Very Poor,CO
"Stuart Hill, Madikeri - KSPCB",Madikeri,Karnataka,12.415911,75.73505,2026-07-16 05:00:00,22.0,30.0,2.0,7.0,13.0,3.0,1.0,36.67,30.0,2.5,8.75,242.61,3.0,0.25,242.61,CO,Poor,2026-07-16 05:38:19,karnataka__madikeri__stuart_hill_madikeri_kspcb,7,True,True,Valid AQI,242.61,Poor,CO
"Kadri, Mangalore - KSPCB",Mangalore,Karnataka,12.88925,74.853,2026-07-16 05:00:00,50.0,62.0,3.0,,,37.0,1.0,83.1,62.0,3.75,,,37.0,0.25,83.1,PM2.5,Satisfactory,2026-07-16 05:38:19,karnataka__mangalore__kadri_mangalore_kspcb,5,True,True,Valid AQI,83.1,Satisfactory,PM2.5
"Hebbal 1st Stage, Mysuru - KSPCB",Mysuru,Karnataka,12.21041,76.37376,2026-07-16 05:00:00,27.0,64.0,18.0,,,10.0,4.0,45.0,64.0,22.5,,,10.0,1.0,64.0,PM10,Satisfactory,2026-07-16 05:38:19,karnataka__mysuru__hebbal_1st_stage_mysuru_kspcb,5,True,True,Valid AQI,64.0,Satisfactory,PM10
"Vijay Nagar, Ramanagara - KSPCB",Ramanagara,Karnataka,12.733409,77.298051,2026-07-16 05:00:00,38.0,51.0,,17.0,23.0,21.0,,62.83,51.0,,21.25,335.56,21.0,,335.56,CO,Very Poor,2026-07-16 05:38:19,karnataka__ramanagara__vijay_nagar_ramanagara_kspcb,5,True,True,Valid AQI,335.56,Very Poor,CO
"Vinoba Nagara, Shivamogga - KSPCB",Shivamogga,Karnataka,13.94,75.555917,2026-07-16 05:00:00,38.0,50.0,24.0,5.0,28.0,47.0,3.0,62.83,50.0,30.0,6.25,364.85,47.0,0.75,364.85,CO,Very Poor,2026-07-16 05:38:19,karnataka__shivamogga__vinoba_nagara_shivamogga_kspcb,7,True,True,Valid AQI,364.85,Very Poor,CO
"Ibrahimpur, Vijayapura - KSPCB",Vijayapura,Karnataka,16.802639,75.722694,2026-07-16 05:00:00,27.0,43.0,12.0,3.0,22.0,16.0,4.0,45.0,43.0,15.0,3.75,329.7,16.0,1.0,329.7,CO,Very Poor,2026-07-16 05:38:19,karnataka__vijayapura__ibrahimpur_vijayapura_kspcb,7,True,True,Valid AQI,329.7,Very Poor,CO
"Collector Office, Yadgir - KSPCB",Yadgir,Karnataka,16.7602,77.1428,2026-07-16 05:00:00,12.0,48.0,18.0,15.0,11.0,24.0,0.0,20.0,48.0,22.5,18.75,213.91,24.0,0.0,213.91,CO,Poor,2026-07-16 05:38:19,karnataka__yadgir__collector_office_yadgir_kspcb,7,True,True,Valid AQI,213.91,Poor,CO
"Kariavattom, Thiruvananthapuram - Kerala PCB",Thiruvananthapuram,Kerala,8.5637,76.8865,2026-07-16 05:00:00,,,,,22.0,30.0,,,,,,329.7,30.0,,329.7,CO,Very Poor,2026-07-16 05:38:19,kerala__thiruvananthapuram__kariavattom_thiruvananthapuram_kerala_pcb,2,False,False,Insufficient pollutants,,Unknown,
"Corporation Ground, Thrissur - Kerala PCB",Thrissur,Kerala,10.5324,76.2159,2026-07-16 05:00:00,47.0,59.0,8.0,0.0,22.0,29.0,0.0,78.03,59.0,10.0,0.0,329.7,29.0,0.0,329.7,CO,Very Poor,2026-07-16 05:38:19,kerala__thrissur__corporation_ground_thrissur_kerala_pcb,7,True,True,Valid AQI,329.7,Very Poor,CO
"Idgah Hills, Bhopal - MPPCB",Bhopal,Madhya Pradesh,23.264759,77.381568,2026-07-16 05:00:00,48.0,114.0,27.0,6.0,19.0,15.0,2.0,79.72,109.64,33.75,7.5,312.13,15.0,0.5,312.13,CO,Very Poor,2026-07-16 05:38:19,madhya_pradesh__bhopal__idgah_hills_bhopal_mppcb,7,True,True,Valid AQI,312.13,Very Poor,CO
"Paryavaran Parisar, Bhopal - MPPCB",Bhopal,Madhya Pradesh,23.210494,77.425409,2026-07-16 05:00:00,33.0,78.0,16.0,6.0,15.0,22.0,5.0,54.38,78.0,20.0,7.5,271.3,22.0,1.25,271.3,CO,Poor,2026-07-16 05:38:19,madhya_pradesh__bhopal__paryavaran_parisar_bhopal_mppcb,7,True,True,Valid AQI,271.3,Poor,CO
"T T Nagar, Bhopal - MPPCB",Bhopal,Madhya Pradesh,23.233584,77.400574,2026-07-16 05:00:00,43.0,91.0,22.0,,,30.0,6.0,71.28,91.0,27.5,,,30.0,1.5,91.0,PM10,Satisfactory,2026-07-16 05:38:19,madhya_pradesh__bhopal__t_t_nagar_bhopal_mppcb,5,True,True,Valid AQI,91.0,Satisfactory,PM10
"Shrivastav Colony, Damoh - MPPCB",Damoh,Madhya Pradesh,23.81748678,79.446246,2026-07-16 05:00:00,36.0,50.0,,51.0,21.0,,,59.45,50.0,,63.56,323.85,,,323.85,CO,Very Poor,2026-07-16 05:38:19,madhya_pradesh__damoh__shrivastav_colony_damoh_mppcb,4,True,True,Valid AQI,323.85,Very Poor,CO
"Bhopal Chauraha, Dewas - MPPCB",Dewas,Madhya Pradesh,22.9682591,76.064118,2026-07-16 05:00:00,32.0,79.0,89.0,22.0,,14.0,,52.69,79.0,109.0,27.5,,14.0,,109.0,NO2,Moderate,2026-07-16 05:38:19,madhya_pradesh__dewas__bhopal_chauraha_dewas_mppcb,5,True,True,Valid AQI,109.0,Moderate,NO2
"City Center, Gwalior - MPPCB",Gwalior,Madhya Pradesh,26.203442,78.193251,2026-07-16 05:00:00,58.0,66.0,29.0,24.0,24.0,50.0,1.0,96.62,66.0,36.25,30.0,341.42,50.0,0.25,341.42,CO,Very Poor,2026-07-16 05:38:19,madhya_pradesh__gwalior__city_center_gwalior_mppcb,7,True,True,Valid AQI,341.42,Very Poor,CO
"Deen Dayal Nagar, Gwalior - MPPCB",Gwalior,Madhya Pradesh,26.259242,78.216432,2026-07-16 05:00:00,50.0,85.0,28.0,,38.0,12.0,6.0,83.1,85.0,35.0,,425.28,12.0,1.5,425.28,CO,Severe,2026-07-16 05:38:19,madhya_pradesh__gwalior__deen_dayal_nagar_gwalior_mppcb,6,True,True,Valid AQI,425.28,Severe,CO
"Maharaj Bada, Gwalior - MPPCB",Gwalior,Madhya Pradesh,26.200388,78.147714,2026-07-16 05:00:00,71.0,68.0,25.0,8.0,36.0,32.0,1.0,135.14,68.0,31.25,10.0,412.83,32.0,0.25,412.83,CO,Severe,2026-07-16 05:38:19,madhya_pradesh__gwalior__maharaj_bada_gwalior_mppcb,7,True,True,Valid AQI,412.83,Severe,CO
"Airport Area, Indore - IMC",Indore,Madhya Pradesh,22.7289,75.8076,2026-07-16 05:00:00,61.0,58.0,45.0,7.0,40.0,5.0,0.0,101.0,58.0,56.03,8.75,437.74,5.0,0.0,437.74,CO,Severe,2026-07-16 05:38:19,madhya_pradesh__indore__airport_area_indore_imc,7,True,True,Valid AQI,437.74,Severe,CO
"Chhoti Gwaltoli, Indore - MPPCB",Indore,Madhya Pradesh,22.431,75.5213,2026-07-16 05:00:00,44.0,81.0,54.0,13.0,21.0,20.0,4.0,72.97,81.0,67.33,16.25,323.85,20.0,1.0,323.85,CO,Very Poor,2026-07-16 05:38:19,madhya_pradesh__indore__chhoti_gwaltoli_indore_mppcb,7,True,True,Valid AQI,323.85,Very Poor,CO
